Consumer query:

Ranked results from semantic matching: 
1. Supplier Name: Grant-Becker, Similarity Score: 0.86
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
758. Supplier Name: Auer-Dicki, Similarity Score: 0.32
Offered Process: HorizontalMilling, Offered Material: LowCarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
759. Supplier Name: Abshire Group, Similarity Score: 0.32
Offered Process: VerticalMilling, Offered Material: LowAlloySteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: ManualMilling, Offered Material: CastIron, Offered Machine: ManualMachineTool, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: LowCarbonSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
760. Supplier Name: Kassulke, Becker and Lowe, Similarity Score: 0.32
Offered Process: ManualMilling, Offered Material: LowCarbonSteel, Offered Machine: ManualMachineTool, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: HorizontalMilling, Offered Material: HighCarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
761. Supplier Name: Wiegand, Greenholt and Cremin, Similarity Score: 0.32
Offered Process: Shaping, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: CNCMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: LaserBeamCutting, Offered Material: HighAlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WaterJetCutting, Offered Material: LowCarbonSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
762. Supplier Name: Schiller LLC, Similarity Score: 0.32
Offered Process: PrecisionMilling, Offered Material: MediumCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Shaping, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
763. Supplier Name: Nader, Medhurst and Brown, Similarity Score: 0.32
Offered Process: CNCTurning, Offered Material: HighCarbonSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
764. Supplier Name: Medhurst, Mohr and Wyman, Similarity Score: 0.32
Offered Process: Shaping, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: SinkerEDM, Offered Material: MartensiticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
765. Supplier Name: Eichmann-Abshire, Similarity Score: 0.32
Offered Process: PrecisionMilling, Offered Material: StainlessSteel_302, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: HorizontalMilling, Offered Material: CompactedGraphiteIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
766. Supplier Name: Kassulke, Kuvalis and Lindgren, Similarity Score: 0.32
Offered Process: WaterJetCutting, Offered Material: MalleableIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: CNCMilling, Offered Material: HighCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
767. Supplier Name: Johns, Haley and Trantow, Similarity Score: 0.32
Offered Process: HoleMaking, Offered Material: MediumCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: AlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Planing, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
768. Supplier Name: Weissnat-Schuppe, Similarity Score: 0.32
Offered Process: HoleMaking, Offered Material: AlloySteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 75, Certification: AS9000, Available from-to: 2019-01-15 - 2019-04-01
769. Supplier Name: Wunsch-Bradtke, Similarity Score: 0.32
Offered Process: Planing, Offered Material: AlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-01-15 - 2019-04-01
770. Supplier Name: Treutel Inc, Similarity Score: 0.32
Offered Process: WireEDM, Offered Material: AlloySteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
771. Supplier Name: Kerluke Inc, Similarity Score: 0.31
Offered Process: WireEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
772. Supplier Name: Cassin, White and Reilly, Similarity Score: 0.31
Offered Process: WireEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
773. Supplier Name: Torp, Nitzsche and Cronin, Similarity Score: 0.31
Offered Process: ElectricalDischargeMachining, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: HighAlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
774. Supplier Name: Waelchi, Hyatt and Marquardt, Similarity Score: 0.31
Offered Process: ElectricalDischargeMachining, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WaterJetCutting, Offered Material: WhiteIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WaterJetCutting, Offered Material: LowAlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
775. Supplier Name: Cassin, Bayer and Johns, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: LaserBeamCutting, Offered Material: WhiteIron, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
776. Supplier Name: Kuhic-Schultz, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HoleMaking, Offered Material: HighCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
777. Supplier Name: MacGyver and Sons, Similarity Score: 0.31
Offered Process: ElectricalDischargeMachining, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: PrecisionMilling, Offered Material: CastIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
778. Supplier Name: McKenzie, Bashirian and Rice, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
779. Supplier Name: Bartell LLC, Similarity Score: 0.31
Offered Process: WaterJetCutting, Offered Material: StainlessSteel_316, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: WireEDM, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: CNCMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
780. Supplier Name: Gibson-Jacobi, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: StainlessSteel_304, Offered Machine: HorizontalMillingMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: LaserBeamCutting, Offered Material: Steel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
781. Supplier Name: Bauch-Fahey, Similarity Score: 0.31
Offered Process: ManualMilling, Offered Material: GrayIron, Offered Machine: ManualMachineTool, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
782. Supplier Name: Ebert, Ebert and Abernathy, Similarity Score: 0.31
Offered Process: CNCMilling, Offered Material: StainlessSteel_302, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: ISO9003, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ElectricalDischargeMachining, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: AusteniticStainlessSteel, Offered Machine: MillingMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
783. Supplier Name: Krajcik-Brekke, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: StainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WireEDM, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Milling, Offered Material: MalleableIron, Offered Machine: MillingMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
784. Supplier Name: Romaguera LLC, Similarity Score: 0.31
Offered Process: Milling, Offered Material: CarbonSteel, Offered Machine: MillingMachine, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ManualMilling, Offered Material: HighAlloySteel, Offered Machine: ManualMachineTool, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
785. Supplier Name: Kulas, Dach and McClure, Similarity Score: 0.31
Offered Process: PrecisionMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ManualMilling, Offered Material: StainlessSteel, Offered Machine: ManualMachineTool, Offered Capacity: 125, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
786. Supplier Name: Keeling, Lakin and Bartoletti, Similarity Score: 0.31
Offered Process: Milling, Offered Material: CarbonSteel, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
787. Supplier Name: Zulauf Group, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: CNCMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
788. Supplier Name: Funk and Sons, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: StainlessSteel_400, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
789. Supplier Name: Collier, Cassin and Hickle, Similarity Score: 0.31
Offered Process: VerticalMilling, Offered Material: StainlessSteel_400, Offered Machine: VerticalMillingMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-01-01 - 2019-03-15
790. Supplier Name: Wunsch-Gleichner, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: StainlessSteel_400, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
791. Supplier Name: Reichert, Goyette and Bergstrom, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: StainlessSteel_400, Offered Machine: GearShaperMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
792. Supplier Name: Kemmer-King, Similarity Score: 0.31
Offered Process: Planing, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: LowAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
793. Supplier Name: Dare LLC, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: LowAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
794. Supplier Name: Hickle-Little, Similarity Score: 0.31
Offered Process: WireEDM, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: CNCMilling, Offered Material: MediumCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Milling, Offered Material: HighAlloySteel, Offered Machine: MillingMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ManualMilling, Offered Material: MartensiticStainlessSteel, Offered Machine: ManualMachineTool, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-01-01 - 2019-03-15
795. Supplier Name: Hoeger LLC, Similarity Score: 0.31
Offered Process: LaserBeamCutting, Offered Material: HighAlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: PrecisionMilling, Offered Material: MediumCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
796. Supplier Name: Corwin-Langosh, Similarity Score: 0.31
Offered Process: CNCMilling, Offered Material: CompactedGraphiteIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
797. Supplier Name: Jast, Bergnaum and Dietrich, Similarity Score: 0.31
Offered Process: Planing, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: ManualMilling, Offered Material: CarbonSteel, Offered Machine: ManualMachineTool, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
798. Supplier Name: Hermiston, Gibson and Williamson, Similarity Score: 0.31
Offered Process: Planing, Offered Material: MartensiticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Shaping, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Milling, Offered Material: StainlessSteel_304, Offered Machine: MillingMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Shaping, Offered Material: AusteniticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
799. Supplier Name: Schmitt, Hilpert and Greenholt, Similarity Score: 0.31
Offered Process: Planing, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: CNCMilling, Offered Material: WhiteIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
800. Supplier Name: Cartwright-Dibbert, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: GrayIron, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: MartensiticStainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
801. Supplier Name: Abshire, Anderson and Jacobson, Similarity Score: 0.31
Offered Process: VerticalMilling, Offered Material: CompactedGraphiteIron, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: CNCMilling, Offered Material: MartensiticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
802. Supplier Name: Lockman, Goodwin and Wisoky, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: GrayIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
803. Supplier Name: Baumbach, Deckow and Bahringer, Similarity Score: 0.31
Offered Process: CNCMilling, Offered Material: StainlessSteel_400, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: HoleMaking, Offered Material: GrayIron, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: StainlessSteel_304, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: CNCTurning, Offered Material: CompactedGraphiteIron, Offered Machine: CNCTurnMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
804. Supplier Name: Schulist Group, Similarity Score: 0.31
Offered Process: VerticalMilling, Offered Material: GrayIron, Offered Machine: VerticalMillingMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
805. Supplier Name: Cassin and Sons, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: WhiteIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-03-01 - 2019-05-15
806. Supplier Name: Hessel Inc, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: WhiteIron, Offered Machine: GearShaperMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: CNCTurning, Offered Material: HighAlloySteel, Offered Machine: CNCTurnMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
807. Supplier Name: Simonis, Schoen and Runte, Similarity Score: 0.31
Offered Process: WaterJetCutting, Offered Material: WhiteIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
808. Supplier Name: Jacobi-Walsh, Similarity Score: 0.31
Offered Process: Planing, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ElectricalDischargeMachining, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Shaping, Offered Material: LowCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: LaserBeamCutting, Offered Material: Steel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
809. Supplier Name: Bernier-Hand, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
810. Supplier Name: Macejkovic, Rosenbaum and Koch, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: AlloySteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: VerticalMilling, Offered Material: GrayIron, Offered Machine: VerticalMillingMachine, Offered Capacity: 150, Certification: ISO9003, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-03-01 - 2019-05-15
811. Supplier Name: McKenzie, Bashirian and Rice, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
812. Supplier Name: Grimes Inc, Similarity Score: 0.31
Offered Process: LaserBeamCutting, Offered Material: LowAlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: HorizontalMilling, Offered Material: GrayIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-02-15 - 2019-05-01
813. Supplier Name: Torp, Leuschke and Feest, Similarity Score: 0.31
Offered Process: Milling, Offered Material: StainlessSteel, Offered Machine: MillingMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Planing, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
814. Supplier Name: Adams-Murazik, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: GrayIron, Offered Machine: GearShaperMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
815. Supplier Name: Purdy-Nicolas, Similarity Score: 0.31
Offered Process: WaterJetCutting, Offered Material: GrayIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
816. Supplier Name: Stark-Cummings, Similarity Score: 0.31
Offered Process: SinkerEDM, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WaterJetCutting, Offered Material: MalleableIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: PrecisionMilling, Offered Material: HighCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
817. Supplier Name: Kessler and Sons, Similarity Score: 0.31
Offered Process: VerticalMilling, Offered Material: HighCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_400, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
818. Supplier Name: Homenick, Kling and Roob, Similarity Score: 0.31
Offered Process: Shaping, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Planing, Offered Material: AusteniticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: AS9000, Available from-to: 2019-01-15 - 2019-04-01
819. Supplier Name: Botsford-Rohan, Similarity Score: 0.31
Offered Process: HorizontalMilling, Offered Material: Steel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 100, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
820. Supplier Name: Konopelski Group, Similarity Score: 0.31
Offered Process: HoleMaking, Offered Material: Steel, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
821. Supplier Name: Goldner-Stoltenberg, Similarity Score: 0.31
Offered Process: Planing, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-01-15 - 2019-04-01
822. Supplier Name: Trantow and Sons, Similarity Score: 0.31
Offered Process: ElectricalDischargeMachining, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-01-15 - 2019-04-01
